RecordID,CaseNumber,ReportDate,MonthLabel,MonthIndex,Quarter,FiscalYear,Weekday,Department,Program,ServiceType,Category,Status,Stage,Priority,RiskBand,Region,CouncilDistrict,Neighborhood,Owner,Team,Vendor,Channel,AssetType,AssetID,Description,Latitude,Longitude,Budget,ActualCost,Variance,ProgressPct,RiskScore,ResponseHours,TargetHours,DurationDays,SatisfactionScore,WithinSLA,Overdue,OpenFlag,IncidentCount,WorkOrderCount,Quantity,AssetAge,Severity,TargetPct
HOU-0117,SR-2025-00117,2025-12-27,2025-12 Dec,202512,Q4 2025,FY2026,Saturday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,Complete,Closed,Critical,Extreme,West,F,Westchase,F. Brown,Rapid Response,Lone Star Operations,Field Inspection,Park Facility,PAR-10117,Critical park maintenance case in Westchase,29.729077,-95.588852,11362.67,11097.12,-265.55,98,94,2.1,4,13,5.0,Yes,No,0,1,3,7,38,5,90
HOU-0118,SR-2026-00118,2026-01-08,2026-01 Jan,202601,Q1 2026,FY2026,Thursday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,In Progress,Field Work,Medium,Moderate,West,G,Galleria,G. Davis,North Team,Bayou Services,Citizen App,Storm Drain,STO-10118,Medium drainage response case in Galleria,29.732613,-95.451816,12239.84,5456.56,-6783.28,49,35,30.9,48,16,3.8,Yes,Yes,1,1,1,9,36,3,90
HOU-0119,SR-2026-00119,2026-01-28,2026-01 Jan,202601,Q1 2026,FY2026,Wednesday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Assigned,Assignment,Medium,Low,West,G,Galleria,D. Patel,South Team,Gulf Infrastructure,Internal Audit,Urban Tree,URB-10119,Medium tree care case in Galleria,29.724894,-95.449422,12691.76,3067.93,-9623.83,25,25,60.6,48,30,1.3,No,Yes,1,1,1,5,19,3,90
HOU-0120,SR-2026-00120,2026-02-15,2026-02 Feb,202602,Q1 2026,FY2026,Sunday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,QA Review,Quality Review,Low,High,Northeast,E,Kingwood,H. Lee,West Team,Lone Star Operations,Internal Audit,Recreation Facility,REC-10120,Low facility repair case in Kingwood,30.047877,-95.188851,7915.8,7492.51,-423.29,82,63,14.8,96,5,4.8,Yes,Yes,1,1,2,6,31,2,90
HOU-0121,SR-2026-00121,2026-03-01,2026-03 Mar,202603,Q1 2026,FY2026,Sunday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,New,Triage,Medium,Moderate,Central,I,Downtown,C. Garcia,South Team,Gulf Infrastructure,Citizen App,Wastewater Line,WAS-10121,Medium sewer maintenance case in Downtown,29.775008,-95.357448,44285.93,3826.83,-40459.1,4,56,17.3,48,13,4.3,Yes,Yes,1,1,1,22,41,3,90
HOU-0122,SR-2026-00122,2026-03-19,2026-03 Mar,202603,Q1 2026,FY2026,Thursday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Complete,Closed,Medium,Moderate,Central,C,Montrose,A. Nguyen,North Team,City Crew,Sensor Alert,Urban Tree,URB-10122,Medium tree care case in Montrose,29.752193,-95.37085,26558.76,27240.16,681.4,99,44,32.9,48,11,4.4,Yes,No,0,1,1,18,21,3,90
HOU-0123,SR-2026-00123,2026-04-09,2026-04 Apr,202604,Q2 2026,FY2026,Thursday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,New,Triage,Critical,Moderate,Central,D,Midtown,C. Garcia,Central Team,City Crew,Internal Audit,Collection Vehicle,COL-10123,Critical fleet support case in Midtown,29.723058,-95.378428,52384.6,5444.62,-46939.98,0,38,3.2,4,17,4.5,Yes,Yes,1,1,1,5,19,5,90
HOU-0124,SR-2026-00124,2026-05-05,2026-05 May,202605,Q2 2026,FY2026,Tuesday,Emergency Management,Flood Readiness,Inspection,Emergency Management / Flood Readiness,Complete,Closed,High,High,West,G,Galleria,F. Brown,North Team,Gulf Infrastructure,Internal Audit,Flood Asset,FLO-10124,High flood readiness case in Galleria,29.753268,-95.446704,61821.14,62636.02,814.88,100,61,9.1,12,14,3.1,Yes,No,0,1,2,7,36,4,90
HOU-0125,SR-2026-00125,2026-05-18,2026-05 May,202605,Q2 2026,FY2026,Monday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Complete,Closed,Medium,Extreme,Northwest,C,The Heights,D. Patel,Rapid Response,Metro Field Group,Operations Center,Sidewalk,SID-10125,Medium sidewalk access case in The Heights,29.780565,-95.395027,5419.76,5921.54,501.78,98,83,39.8,48,16,4.6,Yes,No,0,1,2,11,28,3,90
HOU-0126,SR-2026-00126,2026-06-12,2026-06 Jun,202606,Q2 2026,FY2026,Friday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Complete,Closed,Low,Moderate,Northwest,A,Spring Branch,H. Lee,South Team,Gulf Infrastructure,Internal Audit,Lift Station,LIF-10126,Low lift station support case in Spring Branch,29.79333,-95.521089,38181.13,35204.91,-2976.22,96,43,163.5,96,35,2.4,No,No,0,1,1,12,12,2,90
HOU-0127,SR-2026-00127,2026-06-10,2026-06 Jun,202606,Q2 2026,FY2026,Wednesday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,New,Triage,Medium,Moderate,Central,C,Montrose,A. Nguyen,North Team,Lone Star Operations,311,Park Facility,PAR-10127,Medium park maintenance case in Montrose,29.735503,-95.38488,10869.13,1497.55,-9371.58,12,41,10.7,48,16,4.5,Yes,No,1,1,1,12,42,3,90
HOU-0128,SR-2025-00128,2025-01-15,2025-01 Jan,202501,Q1 2025,FY2025,Wednesday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,QA Review,Quality Review,Medium,Moderate,West,G,Memorial,H. Lee,Rapid Response,City Crew,Field Inspection,Park Facility,PAR-10128,Medium park maintenance case in Memorial,29.778937,-95.529796,12413.56,10826.24,-1587.32,86,50,86.1,48,12,2.0,No,Yes,1,1,1,10,46,3,90
HOU-0129,SR-2025-00129,2025-01-26,2025-01 Jan,202501,Q1 2025,FY2025,Sunday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,Assigned,Assignment,Medium,Moderate,Southeast,D,Third Ward,I. Wilson,South Team,Bayou Services,Field Inspection,Traffic Signal,TRA-10129,Medium traffic signal support case in Third Ward,29.720127,-95.376396,56285.23,14521.01,-41764.22,24,59,24.3,48,22,4.3,Yes,Yes,1,1,1,6,23,3,90
HOU-0130,SR-2025-00130,2025-02-03,2025-02 Feb,202502,Q1 2025,FY2025,Monday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,In Progress,Field Work,Low,Moderate,Northeast,E,Kingwood,B. Smith,West Team,Gulf Infrastructure,311,Traffic Signal,TRA-10130,Low signal timing case in Kingwood,30.032889,-95.160602,12557.46,6349.11,-6208.35,48,37,15.5,96,12,4.6,Yes,Yes,1,1,1,6,36,2,90
HOU-0131,SR-2025-00131,2025-03-01,2025-03 Mar,202503,Q1 2025,FY2025,Saturday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,On Hold,Field Work,High,High,East,H,East End,C. Garcia,West Team,Lone Star Operations,Citizen App,Street Segment,STR-10131,High street repair case in East End,29.730245,-95.35202,19247.69,8875.32,-10372.37,45,75,8.6,12,7,4.3,Yes,Yes,1,1,2,16,10,4,90
HOU-0132,SR-2025-00132,2025-03-03,2025-03 Mar,202503,Q1 2025,FY2025,Monday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,In Progress,Field Work,Medium,Extreme,Northeast,E,Kingwood,B. Smith,Rapid Response,Bayou Services,Field Inspection,Incident Site,INC-10132,Medium incident coordination case in Kingwood,30.04188,-95.18961,5769.21,2661.15,-3108.06,47,81,30.8,48,25,4.6,Yes,Yes,1,1,2,19,13,3,90
HOU-0133,SR-2025-00133,2025-04-08,2025-04 Apr,202504,Q2 2025,FY2025,Tuesday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,Complete,Closed,Low,Moderate,Southeast,E,Clear Lake,B. Smith,West Team,Gulf Infrastructure,Field Inspection,Recreation Facility,REC-10133,Low facility repair case in Clear Lake,29.57376,-95.128038,17944.6,19793.1,1848.5,100,35,89.7,96,13,4.3,Yes,No,0,1,1,14,28,2,90
HOU-0134,SR-2025-00134,2025-04-22,2025-04 Apr,202504,Q2 2025,FY2025,Tuesday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,Assigned,Assignment,Low,Moderate,Southeast,E,Clear Lake,A. Nguyen,South Team,City Crew,Citizen App,Water Main,WAT-10134,Low water leak response case in Clear Lake,29.596028,-95.104643,7891.54,1301.62,-6589.92,14,50,44.8,96,20,3.6,Yes,Yes,1,1,1,12,23,2,90
HOU-0135,SR-2025-00135,2025-05-07,2025-05 May,202505,Q2 2025,FY2025,Wednesday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,In Progress,Field Work,Medium,High,Southeast,I,Hobby Area,F. Brown,South Team,Bayou Services,Internal Audit,Traffic Signal,TRA-10135,Medium signal timing case in Hobby Area,29.655444,-95.291299,35471.81,16455.66,-19016.15,55,67,50.3,48,16,2.4,No,Yes,1,1,2,11,6,3,90
HOU-0136,SR-2025-00136,2025-05-20,2025-05 May,202505,Q2 2025,FY2025,Tuesday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,In Progress,Field Work,Low,Moderate,Southwest,J,Braeburn,C. Garcia,Rapid Response,Gulf Infrastructure,311,Park Facility,PAR-10136,Low park maintenance case in Braeburn,29.645448,-95.50106,13983.94,7899.65,-6084.29,62,58,55.4,96,9,4.3,Yes,Yes,1,1,1,7,17,2,90
HOU-0137,SR-2025-00137,2025-06-03,2025-06 Jun,202506,Q2 2025,FY2025,Tuesday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,In Progress,Field Work,Medium,Moderate,Northwest,C,The Heights,H. Lee,Rapid Response,Metro Field Group,Sensor Alert,Storm Drain,STO-10137,Medium drainage response case in The Heights,29.783724,-95.41876,55248.51,30858.24,-24390.27,54,38,22.1,48,9,4.6,Yes,Yes,1,1,1,13,29,3,90
HOU-0138,SR-2025-00138,2025-06-21,2025-06 Jun,202506,Q2 2025,FY2025,Saturday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,Complete,Closed,Low,Moderate,South,D,Sunnyside,B. Smith,Rapid Response,Lone Star Operations,Operations Center,Collection Route,COL-10138,Low collection service case in Sunnyside,29.67076,-95.370023,12392.83,11963.86,-428.97,100,54,51.9,96,20,4.0,Yes,No,0,1,1,5,38,2,90
HOU-0139,SR-2025-00139,2025-07-06,2025-07 Jul,202507,Q3 2025,FY2026,Sunday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,In Progress,Field Work,Medium,Extreme,West,G,Galleria,A. Nguyen,Rapid Response,Lone Star Operations,Internal Audit,Street Segment,STR-10139,Medium street repair case in Galleria,29.728111,-95.465794,45482.9,30127.49,-15355.41,57,91,24.5,48,8,4.4,Yes,Yes,1,1,3,11,12,3,90
HOU-0140,SR-2025-00140,2025-08-01,2025-08 Aug,202508,Q3 2025,FY2026,Friday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Complete,Closed,Low,Moderate,Northwest,C,The Heights,H. Lee,South Team,Lone Star Operations,Sensor Alert,Lift Station,LIF-10140,Low lift station support case in The Heights,29.805512,-95.405388,38612.71,41132.5,2519.79,96,47,49.9,96,24,4.4,Yes,No,0,1,1,7,16,2,90
HOU-0141,SR-2025-00141,2025-08-02,2025-08 Aug,202508,Q3 2025,FY2026,Saturday,Solid Waste,Illegal Dumping,Enforcement,Solid Waste / Illegal Dumping,Assigned,Assignment,Medium,Low,North,B,IAH Area,J. Martinez,Rapid Response,Gulf Infrastructure,Field Inspection,Dumping Site,DUM-10141,Medium illegal dumping case in IAH Area,30.005534,-95.345846,12920.84,1895.55,-11025.29,13,31,40.2,48,29,4.1,Yes,Yes,1,1,1,9,11,3,90
HOU-0142,SR-2025-00142,2025-09-02,2025-09 Sep,202509,Q3 2025,FY2026,Tuesday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,QA Review,Quality Review,Medium,High,Northeast,E,Kingwood,D. Patel,West Team,Lone Star Operations,Sensor Alert,Park Facility,PAR-10142,Medium park maintenance case in Kingwood,30.032295,-95.174382,26887.45,22046.42,-4841.03,88,61,14.8,48,12,3.6,Yes,Yes,1,1,2,12,3,3,90
HOU-0143,SR-2025-00143,2025-09-18,2025-09 Sep,202509,Q3 2025,FY2026,Thursday,Solid Waste,Illegal Dumping,Enforcement,Solid Waste / Illegal Dumping,In Progress,Field Work,Critical,High,North,H,Near Northside,E. Johnson,North Team,City Crew,Field Inspection,Dumping Site,DUM-10143,Critical illegal dumping case in Near Northside,29.797039,-95.381818,24462.87,12854.84,-11608.03,48,76,3.1,4,10,4.4,Yes,Yes,1,1,2,27,29,5,90
HOU-0144,SR-2025-00144,2025-09-27,2025-09 Sep,202509,Q3 2025,FY2026,Saturday,Parks & Recreation,Park Maintenance,Preventive Maintenance,Parks & Recreation / Park Maintenance,Complete,Closed,Medium,Low,East,H,East End,H. Lee,South Team,Bayou Services,Operations Center,Park Facility,PAR-10144,Medium park maintenance case in East End,29.751476,-95.316305,4396.0,4664.79,268.79,98,24,48.9,48,16,2.3,No,No,0,1,1,4,38,3,90
HOU-0145,SR-2025-00145,2025-10-25,2025-10 Oct,202510,Q4 2025,FY2026,Saturday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Complete,Closed,Medium,Low,Southwest,J,Braeburn,D. Patel,West Team,Gulf Infrastructure,Sensor Alert,Lift Station,LIF-10145,Medium lift station support case in Braeburn,29.665337,-95.501479,26783.76,21359.72,-5424.04,94,15,15.0,48,21,5,Yes,No,0,1,1,5,6,3,90
HOU-0146,SR-2025-00146,2025-11-01,2025-11 Nov,202511,Q4 2025,FY2026,Saturday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Complete,Closed,Medium,Low,North,B,IAH Area,E. Johnson,West Team,Gulf Infrastructure,Internal Audit,Collection Vehicle,COL-10146,Medium fleet support case in IAH Area,29.989963,-95.346436,9183.34,10027.27,843.93,100,34,56.3,48,10,3.4,No,No,0,1,1,2,17,3,90
HOU-0147,SR-2025-00147,2025-11-13,2025-11 Nov,202511,Q4 2025,FY2026,Thursday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Complete,Closed,Medium,Low,Northwest,A,Spring Branch,G. Davis,South Team,City Crew,Field Inspection,Urban Tree,URB-10147,Medium tree care case in Spring Branch,29.797177,-95.51845,26508.05,28579.87,2071.82,100,15,34.0,48,13,4.0,Yes,No,0,1,1,6,10,3,90
HOU-0148,SR-2025-00148,2025-12-19,2025-12 Dec,202512,Q4 2025,FY2026,Friday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,Complete,Closed,Low,Moderate,North,H,Near Northside,G. Davis,Central Team,Lone Star Operations,311,Lift Station,LIF-10148,Low lift station support case in Near Northside,29.795737,-95.379241,23416.51,23849.25,432.74,100,39,203.8,96,41,2.7,No,No,0,1,1,5,24,2,90
HOU-0149,SR-2026-00149,2026-01-07,2026-01 Jan,202601,Q1 2026,FY2026,Wednesday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,In Progress,Field Work,Critical,High,West,G,Memorial,B. Smith,North Team,Lone Star Operations,Internal Audit,Traffic Signal,TRA-10149,Critical traffic signal support case in Memorial,29.762805,-95.532573,92195.24,43816.41,-48378.83,48,70,3.3,4,21,5.0,Yes,Yes,1,1,2,11,27,5,90
HOU-0150,SR-2026-00150,2026-01-20,2026-01 Jan,202601,Q1 2026,FY2026,Tuesday,Parks & Recreation,Facility Repair,Corrective Maintenance,Parks & Recreation / Facility Repair,On Hold,Field Work,Low,Low,East,H,East End,D. Patel,North Team,Bayou Services,Field Inspection,Recreation Facility,REC-10150,Low facility repair case in East End,29.739077,-95.345086,10795.29,4668.67,-6126.62,39,32,65.1,96,30,4.7,Yes,Yes,1,1,1,6,20,2,90
HOU-0151,SR-2026-00151,2026-02-09,2026-02 Feb,202602,Q1 2026,FY2026,Monday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,QA Review,Quality Review,Low,Low,Southeast,E,Clear Lake,B. Smith,Rapid Response,Bayou Services,Internal Audit,Street Segment,STR-10151,Low street repair case in Clear Lake,29.564821,-95.108199,40463.97,38901.87,-1562.1,87,4,66.5,96,14,3.7,Yes,Yes,1,1,1,5,30,2,90
HOU-0152,SR-2026-00152,2026-02-05,2026-02 Feb,202602,Q1 2026,FY2026,Thursday,Solid Waste,Illegal Dumping,Enforcement,Solid Waste / Illegal Dumping,Assigned,Assignment,Critical,High,Central,C,Montrose,I. Wilson,South Team,Bayou Services,Operations Center,Dumping Site,DUM-10152,Critical illegal dumping case in Montrose,29.731981,-95.391612,15678.06,4239.53,-11438.53,25,62,1.4,4,7,4.4,Yes,Yes,1,1,2,8,13,5,90
HOU-0153,SR-2026-00153,2026-03-04,2026-03 Mar,202603,Q1 2026,FY2026,Wednesday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,Complete,Closed,High,Moderate,Northeast,E,Kingwood,G. Davis,North Team,Metro Field Group,311,Collection Vehicle,COL-10153,High fleet support case in Kingwood,30.035352,-95.161494,45866.71,40312.08,-5554.63,100,48,15.5,12,20,3.7,No,No,0,1,1,6,8,4,90
HOU-0154,SR-2026-00154,2026-03-19,2026-03 Mar,202603,Q1 2026,FY2026,Thursday,Transportation,Signal Timing,Optimization,Transportation / Signal Timing,New,Triage,High,Moderate,Southeast,I,Hobby Area,F. Brown,Central Team,Lone Star Operations,Field Inspection,Traffic Signal,TRA-10154,High signal timing case in Hobby Area,29.640571,-95.278272,21887.76,2430.29,-19457.47,1,35,6.7,12,16,4.2,Yes,Yes,1,1,1,16,18,4,90
HOU-0155,SR-2026-00155,2026-04-08,2026-04 Apr,202604,Q2 2026,FY2026,Wednesday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Complete,Closed,Medium,Moderate,West,G,Galleria,J. Martinez,South Team,City Crew,Field Inspection,Urban Tree,URB-10155,Medium tree care case in Galleria,29.738964,-95.455101,8245.16,7810.94,-434.22,100,48,30.1,48,18,4.6,Yes,No,0,1,1,7,6,3,90
HOU-0156,SR-2026-00156,2026-04-17,2026-04 Apr,202604,Q2 2026,FY2026,Friday,Public Works,Street Repair,Corrective Maintenance,Public Works / Street Repair,In Progress,Field Work,Low,Low,North,H,Near Northside,G. Davis,Rapid Response,Gulf Infrastructure,Operations Center,Street Segment,STR-10156,Low street repair case in Near Northside,29.790001,-95.356398,20973.67,9341.95,-11631.72,46,3,60.4,96,28,4.7,Yes,Yes,1,1,1,5,33,2,90
HOU-0157,SR-2026-00157,2026-05-10,2026-05 May,202605,Q2 2026,FY2026,Sunday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,New,Triage,Low,Low,West,F,Westchase,J. Martinez,West Team,Metro Field Group,Citizen App,Collection Vehicle,COL-10157,Low fleet support case in Westchase,29.748581,-95.579671,8281.73,749.43,-7532.3,9,24,153.2,96,28,3.3,No,Yes,1,1,1,9,42,2,90
HOU-0158,SR-2026-00158,2026-06-06,2026-06 Jun,202606,Q2 2026,FY2026,Saturday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,Complete,Closed,Medium,Extreme,West,F,Westchase,D. Patel,Rapid Response,Gulf Infrastructure,Internal Audit,Alert Zone,ALE-10158,Medium public alerts case in Westchase,29.72454,-95.569525,38459.56,34975.2,-3484.36,100,86,16.6,48,8,3.9,Yes,No,0,1,3,14,17,3,90
HOU-0159,SR-2026-00159,2026-06-17,2026-06 Jun,202606,Q2 2026,FY2026,Wednesday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Assigned,Assignment,Medium,Low,West,G,Memorial,C. Garcia,North Team,Gulf Infrastructure,Operations Center,Urban Tree,URB-10159,Medium tree care case in Memorial,29.780032,-95.493269,5904.66,1451.63,-4453.03,22,20,48.3,48,26,3.4,No,No,1,1,1,4,10,3,90
HOU-0160,SR-2025-00160,2025-01-02,2025-01 Jan,202501,Q1 2025,FY2025,Thursday,Public Works,Drainage Response,Emergency Response,Public Works / Drainage Response,In Progress,Field Work,Medium,High,Central,D,Midtown,J. Martinez,Rapid Response,Metro Field Group,Citizen App,Storm Drain,STO-10160,Medium drainage response case in Midtown,29.738384,-95.360038,42813.35,21906.02,-20907.33,58,77,60.7,48,26,3.2,No,Yes,1,1,2,25,15,3,90
HOU-0161,SR-2025-00161,2025-01-31,2025-01 Jan,202501,Q1 2025,FY2025,Friday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,Assigned,Assignment,Low,Moderate,Northwest,C,The Heights,D. Patel,South Team,Metro Field Group,Internal Audit,Wastewater Line,WAS-10161,Low sewer maintenance case in The Heights,29.783503,-95.418318,34787.62,3633.62,-31154.0,11,43,51.4,96,16,4.9,Yes,Yes,1,1,1,9,6,2,90
HOU-0162,SR-2025-00162,2025-01-29,2025-01 Jan,202501,Q1 2025,FY2025,Wednesday,Houston Water,Sewer Maintenance,Preventive Maintenance,Houston Water / Sewer Maintenance,In Progress,Field Work,High,Extreme,Northwest,C,The Heights,B. Smith,West Team,Metro Field Group,311,Wastewater Line,WAS-10162,High sewer maintenance case in The Heights,29.780955,-95.415613,64385.0,31804.48,-32580.52,60,97,15.9,12,5,3.6,No,Yes,1,1,3,5,26,4,90
HOU-0163,SR-2025-00163,2025-03-06,2025-03 Mar,202503,Q1 2025,FY2025,Thursday,Parks & Recreation,Tree Care,Inspection,Parks & Recreation / Tree Care,Complete,Closed,Medium,Extreme,Northeast,B,Kashmere Gardens,G. Davis,Central Team,Bayou Services,Sensor Alert,Urban Tree,URB-10163,Medium tree care case in Kashmere Gardens,29.789017,-95.302512,8291.3,7422.71,-868.59,98,83,30.6,48,6,4.3,Yes,No,0,1,2,8,6,3,90
HOU-0164,SR-2025-00164,2025-03-02,2025-03 Mar,202503,Q1 2025,FY2025,Sunday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,QA Review,Quality Review,Low,Low,Southeast,I,Hobby Area,I. Wilson,Central Team,Bayou Services,Operations Center,Incident Site,INC-10164,Low incident coordination case in Hobby Area,29.650279,-95.259461,24447.0,16440.56,-8006.44,76,3,85.0,96,13,5,Yes,Yes,1,1,1,9,31,2,90
HOU-0165,SR-2025-00165,2025-03-24,2025-03 Mar,202503,Q1 2025,FY2025,Monday,Emergency Management,Incident Coordination,Emergency Response,Emergency Management / Incident Coordination,Assigned,Assignment,Low,Moderate,North,B,Acres Homes,F. Brown,West Team,City Crew,Citizen App,Incident Site,INC-10165,Low incident coordination case in Acres Homes,29.858254,-95.450584,38511.89,3812.71,-34699.18,10,55,97.9,96,20,2.9,No,Yes,1,1,1,5,10,2,90
HOU-0166,SR-2025-00166,2025-04-26,2025-04 Apr,202504,Q2 2025,FY2025,Saturday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,In Progress,Field Work,High,Extreme,West,F,Westchase,H. Lee,Rapid Response,City Crew,Operations Center,Water Main,WAT-10166,High water leak response case in Westchase,29.730304,-95.555869,56612.14,26496.4,-30115.74,52,99,6.9,12,11,3.3,Yes,Yes,1,1,3,4,24,4,90
HOU-0167,SR-2025-00167,2025-05-12,2025-05 May,202505,Q2 2025,FY2025,Monday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,Complete,Closed,Medium,High,Central,C,Montrose,H. Lee,Central Team,Bayou Services,311,Water Main,WAT-10167,Medium water leak response case in Montrose,29.727024,-95.385586,33929.35,29568.26,-4361.09,95,64,45.8,48,29,3.4,Yes,No,0,1,2,7,21,3,90
HOU-0168,SR-2025-00168,2025-05-18,2025-05 May,202505,Q2 2025,FY2025,Sunday,Houston Water,Lift Station Support,Inspection,Houston Water / Lift Station Support,In Progress,Field Work,Medium,Moderate,West,G,Galleria,J. Martinez,Central Team,Metro Field Group,Operations Center,Lift Station,LIF-10168,Medium lift station support case in Galleria,29.751694,-95.449253,8924.56,4832.25,-4092.31,49,47,53.9,48,21,3.7,No,Yes,1,1,1,15,35,3,90
HOU-0169,SR-2025-00169,2025-06-06,2025-06 Jun,202506,Q2 2025,FY2025,Friday,Transportation,Sidewalk Access,Capital Improvement,Transportation / Sidewalk Access,Assigned,Assignment,Low,Moderate,Central,C,Montrose,A. Nguyen,West Team,Bayou Services,311,Sidewalk,SID-10169,Low sidewalk access case in Montrose,29.758039,-95.391141,3934.01,798.64,-3135.37,20,37,129.0,96,26,3.8,No,Yes,1,1,1,6,51,2,90
HOU-0170,SR-2025-00170,2025-06-17,2025-06 Jun,202506,Q2 2025,FY2025,Tuesday,Solid Waste,Collection Service,Customer Service,Solid Waste / Collection Service,Complete,Closed,Critical,Moderate,Central,C,Montrose,J. Martinez,West Team,Gulf Infrastructure,Sensor Alert,Collection Route,COL-10170,Critical collection service case in Montrose,29.739978,-95.394718,28119.27,26353.27,-1766.0,100,46,2.2,4,17,5,Yes,No,0,1,1,50,1,5,90
HOU-0171,SR-2025-00171,2025-07-09,2025-07 Jul,202507,Q3 2025,FY2026,Wednesday,Solid Waste,Fleet Support,Preventive Maintenance,Solid Waste / Fleet Support,In Progress,Field Work,Low,High,Northwest,C,The Heights,F. Brown,West Team,City Crew,Operations Center,Collection Vehicle,COL-10171,Low fleet support case in The Heights,29.792961,-95.380192,4197.25,1896.84,-2300.41,49,65,155.6,96,30,3.0,No,Yes,1,1,2,7,24,2,90
HOU-0172,SR-2025-00172,2025-08-03,2025-08 Aug,202508,Q3 2025,FY2026,Sunday,Emergency Management,Public Alerts,Customer Service,Emergency Management / Public Alerts,QA Review,Quality Review,Medium,High,Central,I,Downtown,H. Lee,West Team,City Crew,Operations Center,Alert Zone,ALE-10172,Medium public alerts case in Downtown,29.768534,-95.377254,36785.03,30725.4,-6059.63,78,68,24.6,48,23,3.6,Yes,Yes,1,1,2,22,40,3,90
HOU-0173,SR-2025-00173,2025-08-21,2025-08 Aug,202508,Q3 2025,FY2026,Thursday,Public Works,Traffic Signal Support,Inspection,Public Works / Traffic Signal Support,QA Review,Quality Review,Critical,Moderate,Southwest,F,Alief,C. Garcia,West Team,Lone Star Operations,311,Traffic Signal,TRA-10173,Critical traffic signal support case in Alief,29.703324,-95.585944,70882.91,72818.65,1935.74,88,52,4.1,4,23,3.2,No,Yes,1,1,1,10,26,5,90
HOU-0174,SR-2025-00174,2025-09-02,2025-09 Sep,202509,Q3 2025,FY2026,Tuesday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,Complete,Closed,Medium,High,West,G,Galleria,H. Lee,Rapid Response,Gulf Infrastructure,311,Water Main,WAT-10174,Medium water leak response case in Galleria,29.742338,-95.461643,40050.03,33494.9,-6555.13,97,70,72.0,48,29,4.0,No,No,0,1,2,10,15,3,90
HOU-0175,SR-2025-00175,2025-09-24,2025-09 Sep,202509,Q3 2025,FY2026,Wednesday,Houston Water,Water Leak Response,Emergency Repair,Houston Water / Water Leak Response,In Progress,Field Work,Low,Low,Southeast,I,Hobby Area,J. Martinez,South Team,Bayou Services,Citizen App,Water Main,WAT-10175,Low water leak response case in Hobby Area,29.653351,-95.272813,12157.77,6541.26,-5616.51,46,32,93.1,96,25,4.4,Yes,Yes,1,1,1,18,25,2,90
