record_id,initiative,category,region,department,owner,status,priority,start_date,due_date,year,quarter,month,budget_usd,actual_usd,progress_pct,risk_score,latitude,longitude
REC-0688,Invoice Automation 266,Operations,South,Facilities,Avery Johnson,In Progress,Low,2025-04-02,2025-09-17,2025,Q3,Sep,3296168,2636199,55,56,29.793926,-94.858701
REC-0689,Procurement Cycle Reduction 708,Operations,North,HR,Jamie Kim,Completed,Medium,2026-07-13,2026-11-10,2026,Q4,Nov,2636682,2369582,91,21,34.228645,-83.952209
REC-0690,Contract Renewal 997,Digital,East,Customer Success,Nina Torres,Pending Review,High,2025-07-09,2026-02-11,2026,Q1,Feb,2085537,2067085,93,91,40.383408,-73.866265
REC-0691,Workforce Planning 575,Operations,North,IT,Owen Davis,In Progress,Medium,2025-05-02,2025-09-05,2025,Q3,Sep,2172715,1454479,52,69,40.582786,-74.426471
REC-0692,Workforce Planning 236,Operations,Central,Procurement,Jordan Smith,Completed,Medium,2025-08-26,2026-05-06,2026,Q2,May,3129266,2022320,95,1,47.978267,-122.573339
REC-0693,Facility Modernization 161,Digital,South,Customer Success,Morgan Lee,Not Started,Medium,2025-06-15,2025-09-05,2025,Q3,Sep,981205,594243,1,40,40.599723,-74.113774
REC-0694,Risk Control Review 102,Workforce,Central,IT,Taylor Brooks,In Progress,Medium,2026-01-29,2026-10-16,2026,Q4,Oct,1837960,1703318,45,46,26.059798,-80.047168
REC-0695,Data Quality Program 974,Compliance,East,Procurement,Owen Davis,Not Started,Critical,2026-07-13,2026-11-01,2026,Q4,Nov,3292452,1872383,2,66,29.884793,-95.305636
REC-0696,Facility Modernization 831,Digital,North,HR,Avery Johnson,Not Started,High,2026-04-12,2026-08-19,2026,Q3,Aug,2258687,2370355,1,35,33.931095,-84.854663
REC-0697,Workforce Planning 922,Compliance,South,Legal,Taylor Brooks,Completed,High,2026-09-22,2027-02-14,2027,Q1,Feb,3079582,2376010,90,19,41.801416,-87.753756
REC-0698,Contract Renewal 125,Customer,South,Customer Success,Priya Shah,Completed,Low,2026-10-25,2027-06-22,2027,Q2,Jun,1028651,891142,94,2,42.106408,-87.918492
REC-0699,Customer Portal Upgrade 891,Customer,East,Finance,Nina Torres,At Risk,Low,2025-08-28,2026-01-07,2026,Q1,Jan,2195964,1413100,72,85,41.877316,-87.922886
REC-0700,Inventory Accuracy 260,Customer,South,Operations,Sam Rivera,Completed,Medium,2026-04-13,2026-10-13,2026,Q4,Oct,3414411,1772030,100,10,30.29873,-95.662274
REC-0701,Compliance Readiness 257,Customer,North,Finance,Avery Johnson,Pending Review,Medium,2025-08-14,2025-11-06,2025,Q4,Nov,154667,86594,82,58,47.170677,-121.791721
REC-0702,Mobile Workflow 909,Finance,South,HR,Riley Patel,Not Started,Critical,2025-07-02,2025-10-04,2025,Q4,Oct,3431468,3500551,9,92,41.760475,-87.743557
REC-0703,Risk Control Review 989,Customer,West,Operations,Priya Shah,At Risk,Low,2026-02-01,2026-03-10,2026,Q1,Mar,2965201,3640012,42,76,29.552848,-95.44758
REC-0704,Revenue Leakage Review 797,Supply Chain,West,IT,Sam Rivera,Pending Review,Critical,2025-07-27,2025-11-15,2025,Q4,Nov,1557089,1177739,83,61,47.065608,-122.099624
REC-0705,Risk Control Review 505,Customer,North,IT,Jamie Kim,Not Started,Critical,2026-04-26,2026-08-03,2026,Q3,Aug,210978,227383,1,52,39.417366,-105.36297
REC-0706,Compliance Readiness 106,Digital,West,Analytics,Owen Davis,In Progress,Low,2026-11-23,2027-01-31,2027,Q1,Jan,2858838,1674532,24,23,29.848271,-95.146711
REC-0707,Workforce Planning 680,Digital,North,Operations,Jordan Smith,Completed,Medium,2026-03-05,2026-06-02,2026,Q2,Jun,2543230,2580807,96,13,39.592794,-105.386364
REC-0708,Revenue Leakage Review 376,Workforce,East,IT,Sam Rivera,At Risk,Low,2025-02-27,2025-07-02,2025,Q3,Jul,185801,222256,17,84,47.674306,-122.145009
REC-0709,Compliance Readiness 814,Digital,North,Analytics,Jordan Smith,In Progress,Medium,2025-02-13,2025-06-29,2025,Q2,Jun,325174,181131,36,64,25.401276,-79.895913
REC-0710,Executive Reporting 335,Infrastructure,East,Facilities,Taylor Brooks,At Risk,High,2026-12-14,2027-07-01,2027,Q3,Jul,502016,514349,61,83,33.854743,-84.712388
REC-0711,Mobile Workflow 621,Finance,South,Analytics,Nina Torres,In Progress,Medium,2026-10-01,2026-12-27,2026,Q4,Dec,3072275,2176458,45,39,41.580583,-87.786369
REC-0712,Process Standardization 938,Supply Chain,Central,Customer Success,Jordan Smith,In Progress,Medium,2026-10-30,2026-12-11,2026,Q4,Dec,1251217,967619,66,46,34.265647,-84.565104
REC-0713,Customer Portal Upgrade 555,Operations,South,Analytics,Owen Davis,Completed,Medium,2026-12-21,2027-09-24,2027,Q3,Sep,1317829,930871,90,21,34.293322,-84.537325
REC-0714,Workforce Planning 689,Operations,East,Analytics,Jordan Smith,In Progress,Critical,2025-05-08,2026-01-05,2026,Q1,Jan,2013124,1465561,36,74,34.594349,-118.606544
REC-0715,Revenue Leakage Review 295,Finance,South,Analytics,Nina Torres,Pending Review,Low,2025-09-05,2026-03-30,2026,Q1,Mar,1473927,1498808,86,28,29.298824,-94.838395
REC-0716,Service Response Improvement 336,Supply Chain,West,Procurement,Jordan Smith,Completed,Medium,2025-02-17,2025-05-31,2025,Q2,May,3148999,2797610,100,32,47.18234,-121.84078
REC-0717,Data Quality Program 783,Digital,North,Finance,Casey Nguyen,Pending Review,Low,2026-07-29,2027-02-25,2027,Q1,Feb,1434776,1108307,83,28,29.422554,-94.993612
REC-0718,Risk Control Review 444,Supply Chain,East,Analytics,Owen Davis,At Risk,Medium,2026-05-03,2026-08-02,2026,Q3,Aug,3370447,3568811,35,80,47.976059,-122.32129
REC-0719,Executive Reporting 498,Digital,North,Operations,Owen Davis,Completed,High,2025-12-09,2026-08-19,2026,Q3,Aug,1926186,1783187,93,13,29.37984,-95.32267
REC-0720,Invoice Automation 729,Customer,East,IT,Jamie Kim,On Hold,Medium,2025-07-10,2025-11-14,2025,Q4,Nov,329237,293787,74,77,34.083978,-84.851012
REC-0721,Procurement Cycle Reduction 624,Digital,South,Facilities,Alex Chen,Completed,High,2026-04-18,2026-11-20,2026,Q4,Nov,3143340,2689103,94,21,25.536959,-80.227797
REC-0722,Vendor Performance 848,Supply Chain,East,Customer Success,Avery Johnson,In Progress,Medium,2025-01-12,2025-07-12,2025,Q3,Jul,1938310,1358271,64,82,26.135044,-79.783648
REC-0723,Facility Modernization 713,Operations,East,Operations,Morgan Lee,Not Started,Medium,2025-03-11,2025-06-06,2025,Q2,Jun,962850,596497,9,57,25.510856,-80.559015
REC-0724,Vendor Performance 256,Customer,West,Operations,Morgan Lee,In Progress,High,2026-06-06,2026-06-25,2026,Q2,Jun,1148733,1272337,66,58,40.860563,-74.409913
REC-0725,Asset Lifecycle Review 858,Finance,South,Operations,Morgan Lee,In Progress,Medium,2026-08-08,2026-12-27,2026,Q4,Dec,2712586,1247357,21,44,29.589755,-95.444239
REC-0726,Executive Reporting 240,Digital,South,Facilities,Owen Davis,In Progress,Medium,2026-07-28,2026-08-06,2026,Q3,Aug,881985,432489,28,45,34.104961,-118.279366
REC-0727,Invoice Automation 295,Infrastructure,North,Analytics,Morgan Lee,Pending Review,Medium,2025-03-20,2025-06-12,2025,Q2,Jun,2131382,2117790,72,56,47.512631,-122.773012
REC-0728,Invoice Automation 658,Customer,Central,Legal,Owen Davis,In Progress,Medium,2026-01-20,2026-03-20,2026,Q1,Mar,2564691,1835174,58,61,26.038823,-79.952134
REC-0729,Compliance Readiness 212,Digital,North,Legal,Casey Nguyen,Completed,Medium,2026-06-18,2026-09-06,2026,Q3,Sep,3460751,2495748,93,11,47.331956,-121.864421
REC-0730,Customer Portal Upgrade 817,Customer,North,IT,Nina Torres,Completed,Medium,2025-06-01,2026-01-04,2026,Q1,Jan,3390755,2246289,95,22,25.2991,-80.354667
REC-0731,Workforce Planning 879,Workforce,North,Analytics,Priya Shah,Pending Review,Medium,2026-04-26,2026-06-18,2026,Q2,Jun,1657317,844443,81,57,33.671385,-84.113361
REC-0732,Process Standardization 372,Operations,East,Finance,Taylor Brooks,Pending Review,Low,2025-12-10,2026-03-21,2026,Q1,Mar,236163,197874,91,48,39.870681,-105.403616
REC-0733,Facility Modernization 679,Workforce,East,Analytics,Taylor Brooks,On Hold,Low,2025-02-18,2025-05-05,2025,Q2,May,1204490,921141,48,59,39.433404,-104.865835
REC-0734,Operational Cost Reduction 333,Infrastructure,Central,Operations,Jamie Kim,Pending Review,Low,2026-03-19,2026-10-02,2026,Q4,Oct,41257,22002,77,29,40.91685,-74.299602
REC-0735,Training Rollout 527,Digital,West,Analytics,Sam Rivera,Completed,Medium,2026-11-12,2027-02-03,2027,Q1,Feb,2100985,2145158,96,33,40.617178,-74.240307
REC-0736,Revenue Leakage Review 689,Digital,North,Customer Success,Alex Chen,In Progress,Medium,2025-11-06,2026-06-30,2026,Q2,Jun,1477141,777966,51,75,34.538075,-118.431937
REC-0737,Workforce Planning 497,Customer,Central,Operations,Avery Johnson,In Progress,Critical,2026-12-09,2027-04-25,2027,Q2,Apr,1756224,1631887,61,50,33.723923,-84.923232
REC-0738,Risk Control Review 326,Workforce,North,IT,Sam Rivera,In Progress,Medium,2026-03-20,2026-05-05,2026,Q2,May,2871013,1667286,77,73,41.059791,-74.308944
REC-0739,Mobile Workflow 138,Workforce,North,Procurement,Taylor Brooks,Pending Review,Low,2026-05-11,2026-11-25,2026,Q4,Nov,1947082,1221315,82,41,29.793972,-95.845824
REC-0740,Customer Portal Upgrade 887,Infrastructure,East,Analytics,Priya Shah,In Progress,Medium,2026-11-07,2027-05-29,2027,Q2,May,1703462,1613658,35,46,25.453212,-79.857466
REC-0741,Asset Lifecycle Review 920,Workforce,East,IT,Sam Rivera,Completed,Medium,2025-04-10,2025-10-26,2025,Q4,Oct,437309,288766,96,1,26.19436,-79.641944
REC-0742,Inventory Accuracy 273,Supply Chain,West,Analytics,Morgan Lee,On Hold,High,2025-12-07,2026-03-01,2026,Q1,Mar,1098975,1036144,24,85,33.466974,-84.894898
REC-0743,Mobile Workflow 483,Infrastructure,South,HR,Taylor Brooks,Not Started,Low,2025-07-07,2026-01-06,2026,Q1,Jan,2616121,2238938,2,40,33.749013,-84.56669
REC-0744,Asset Lifecycle Review 331,Finance,South,Analytics,Alex Chen,Completed,Medium,2026-06-21,2026-11-21,2026,Q4,Nov,120816,115223,98,8,26.109736,-79.889705
REC-0745,Invoice Automation 184,Operations,South,Customer Success,Alex Chen,Completed,Medium,2026-07-03,2026-09-03,2026,Q3,Sep,85020,83822,98,38,33.919224,-84.858603
REC-0746,Data Quality Program 220,Digital,Central,Customer Success,Taylor Brooks,In Progress,Medium,2025-08-28,2026-04-16,2026,Q2,Apr,1132979,626114,68,80,29.644834,-95.519487
REC-0747,Procurement Cycle Reduction 754,Digital,West,HR,Morgan Lee,Completed,Medium,2026-01-28,2026-08-01,2026,Q3,Aug,868126,445716,94,26,33.53754,-84.936989
REC-0748,Asset Lifecycle Review 437,Supply Chain,East,Legal,Sam Rivera,Not Started,Medium,2026-08-14,2027-02-01,2027,Q1,Feb,676462,500388,12,26,33.887506,-118.567696
REC-0749,Inventory Accuracy 937,Operations,South,HR,Jamie Kim,In Progress,Medium,2025-02-19,2025-05-01,2025,Q2,May,1742844,1133151,42,49,29.548898,-95.830386
REC-0750,Process Standardization 332,Customer,West,Finance,Nina Torres,Completed,High,2026-12-12,2027-07-10,2027,Q3,Jul,2085243,1961471,97,19,41.009777,-74.411517
REC-0751,Customer Portal Upgrade 205,Finance,Central,Operations,Owen Davis,In Progress,Low,2026-12-02,2027-08-12,2027,Q3,Aug,762843,390370,34,47,34.081807,-84.438152
REC-0752,Facility Modernization 688,Operations,South,HR,Jamie Kim,Not Started,Medium,2025-06-18,2026-02-13,2026,Q1,Feb,2956848,2121987,3,46,34.054084,-84.117973
REC-0753,Mobile Workflow 618,Compliance,South,Facilities,Jordan Smith,Completed,Medium,2025-04-20,2025-07-09,2025,Q3,Jul,1095841,664662,95,17,40.534355,-73.891953
REC-0754,SLA Recovery Plan 816,Compliance,East,IT,Morgan Lee,At Risk,High,2026-08-21,2027-01-20,2027,Q1,Jan,1105120,1331456,76,100,40.9639,-74.110736
REC-0755,Procurement Cycle Reduction 861,Digital,East,Operations,Jordan Smith,At Risk,Medium,2026-02-05,2026-09-03,2026,Q3,Sep,1057911,1246094,33,67,25.939158,-80.525278
REC-0756,Contract Renewal 109,Operations,North,IT,Owen Davis,On Hold,Medium,2026-12-14,2027-01-22,2027,Q1,Jan,2366397,2287900,17,75,41.636589,-87.297334
REC-0757,Compliance Readiness 147,Operations,South,Facilities,Avery Johnson,At Risk,Critical,2025-08-13,2026-01-10,2026,Q1,Jan,1657145,1512285,30,100,26.201659,-80.711768
REC-0758,Invoice Automation 941,Infrastructure,South,IT,Nina Torres,Completed,Medium,2025-07-12,2026-03-05,2026,Q1,Mar,2340704,1690688,99,19,34.07978,-117.707915
REC-0759,Asset Lifecycle Review 286,Digital,West,IT,Nina Torres,In Progress,Medium,2026-03-05,2026-11-27,2026,Q4,Nov,3063812,2249715,37,38,33.996526,-83.92445
REC-0760,Revenue Leakage Review 156,Compliance,South,Customer Success,Jamie Kim,In Progress,Medium,2026-07-07,2026-08-16,2026,Q3,Aug,2553303,1938347,42,53,39.724606,-104.574992
REC-0761,Contract Renewal 333,Operations,North,IT,Riley Patel,In Progress,High,2025-06-01,2025-08-22,2025,Q3,Aug,1751411,1899708,28,57,34.109672,-84.345361
REC-0762,Vendor Performance 862,Supply Chain,East,Operations,Casey Nguyen,Completed,Low,2025-03-03,2025-09-19,2025,Q3,Sep,2613255,1509488,98,10,47.562982,-121.896116
REC-0763,Risk Control Review 906,Digital,South,Analytics,Riley Patel,In Progress,Medium,2025-08-12,2025-10-12,2025,Q4,Oct,1744568,1314093,30,60,40.672494,-74.130791
REC-0764,Invoice Automation 942,Workforce,West,Finance,Sam Rivera,Completed,Medium,2026-02-14,2026-08-08,2026,Q3,Aug,1918524,1848335,94,29,47.657255,-122.665027
REC-0765,Contract Renewal 740,Infrastructure,East,Operations,Jamie Kim,Completed,Medium,2025-06-01,2025-11-07,2025,Q4,Nov,2124827,1082920,94,17,40.170187,-74.254929
REC-0766,Service Response Improvement 911,Workforce,West,Analytics,Sam Rivera,In Progress,Medium,2025-01-26,2025-08-17,2025,Q3,Aug,821486,640521,70,44,41.752787,-87.413279
REC-0767,Data Quality Program 466,Compliance,South,Operations,Morgan Lee,Completed,Low,2026-07-02,2026-11-03,2026,Q4,Nov,1690114,820389,95,2,40.204289,-104.65119
REC-0768,Invoice Automation 899,Infrastructure,Central,Customer Success,Avery Johnson,Pending Review,Medium,2026-08-10,2026-10-17,2026,Q4,Oct,1876482,1435107,76,31,40.896508,-73.512044
REC-0769,Operational Cost Reduction 987,Supply Chain,Central,Customer Success,Casey Nguyen,In Progress,High,2025-10-08,2025-11-29,2025,Q4,Nov,721347,558024,55,65,34.260319,-118.535403
REC-0770,Data Quality Program 217,Customer,Central,Customer Success,Owen Davis,In Progress,Medium,2025-08-09,2026-01-03,2026,Q1,Jan,2987775,1883054,74,65,33.454581,-84.664312
REC-0771,SLA Recovery Plan 676,Compliance,North,Analytics,Morgan Lee,In Progress,Medium,2026-03-13,2026-06-26,2026,Q2,Jun,1272082,1208161,71,67,34.032621,-84.242239
REC-0772,Executive Reporting 469,Digital,Central,Finance,Nina Torres,In Progress,Low,2026-12-22,2027-03-22,2027,Q1,Mar,2226513,1463437,35,31,40.254469,-74.15329
REC-0773,Executive Reporting 620,Supply Chain,South,Operations,Owen Davis,In Progress,Critical,2025-08-20,2026-05-13,2026,Q2,May,3098009,3160467,31,58,47.180225,-121.820145
REC-0774,SLA Recovery Plan 645,Operations,West,IT,Alex Chen,In Progress,Medium,2025-05-29,2025-11-04,2025,Q4,Nov,2675044,1600656,44,72,34.399924,-117.825233
REC-0775,Revenue Leakage Review 457,Operations,South,Procurement,Riley Patel,In Progress,Medium,2025-09-09,2026-03-21,2026,Q1,Mar,2538070,2245906,67,58,33.724182,-118.364478
REC-0776,Facility Modernization 330,Operations,North,Finance,Priya Shah,In Progress,Medium,2026-02-19,2026-07-23,2026,Q3,Jul,1701707,1116504,23,54,34.231093,-117.971653
REC-0777,Procurement Cycle Reduction 706,Infrastructure,North,Customer Success,Jamie Kim,In Progress,Low,2025-09-16,2026-02-16,2026,Q1,Feb,279487,133859,76,48,29.784233,-94.85595
REC-0778,Procurement Cycle Reduction 803,Customer,North,Finance,Morgan Lee,Completed,Medium,2026-12-18,2027-04-17,2027,Q2,Apr,3340019,1880823,97,1,40.108282,-104.981412
REC-0779,Mobile Workflow 837,Finance,East,Customer Success,Priya Shah,In Progress,Medium,2025-02-24,2025-12-14,2025,Q4,Dec,73322,71046,73,65,39.712991,-105.496184
REC-0780,Executive Reporting 639,Supply Chain,Central,Operations,Priya Shah,Completed,Medium,2025-09-13,2026-05-24,2026,Q2,May,2497857,1306062,97,22,40.038935,-105.446879
REC-0781,Vendor Performance 423,Customer,South,IT,Jamie Kim,In Progress,Low,2025-03-02,2025-07-15,2025,Q3,Jul,2805283,1412692,27,46,34.250953,-118.257084
REC-0782,Training Rollout 586,Compliance,West,Operations,Priya Shah,Pending Review,Medium,2025-12-24,2026-05-10,2026,Q2,May,895459,480436,94,63,25.472651,-80.106735
REC-0783,Procurement Cycle Reduction 893,Supply Chain,West,Analytics,Priya Shah,Completed,Medium,2026-09-02,2027-03-26,2027,Q1,Mar,3076141,1904794,92,29,47.998948,-122.75928
REC-0784,Training Rollout 699,Customer,South,Analytics,Alex Chen,Completed,Low,2025-12-30,2026-05-05,2026,Q2,May,2584579,1893422,91,1,29.715401,-95.359051
REC-0785,Asset Lifecycle Review 166,Finance,Central,HR,Sam Rivera,At Risk,Medium,2025-04-05,2025-06-17,2025,Q2,Jun,377783,426847,26,82,33.828011,-83.884939
REC-0786,Revenue Leakage Review 612,Infrastructure,South,Legal,Nina Torres,In Progress,Medium,2026-01-14,2026-06-24,2026,Q2,Jun,1564397,1355563,40,53,34.077763,-118.533492
REC-0787,Customer Portal Upgrade 828,Supply Chain,South,Procurement,Alex Chen,Not Started,Medium,2025-04-29,2025-08-15,2025,Q3,Aug,804125,540838,4,68,34.260672,-118.370808
REC-0788,Invoice Automation 856,Compliance,North,Legal,Riley Patel,Completed,Medium,2026-12-03,2027-05-17,2027,Q2,May,3360402,2645707,98,7,34.283737,-84.517006
REC-0789,Invoice Automation 127,Customer,North,IT,Priya Shah,At Risk,Low,2025-03-23,2025-07-01,2025,Q3,Jul,115393,121059,29,93,40.128753,-104.482554
REC-0790,Mobile Workflow 711,Operations,Central,IT,Morgan Lee,Pending Review,Medium,2026-11-08,2027-05-01,2027,Q2,May,3286089,2438253,76,46,34.180126,-118.349361
REC-0791,Asset Lifecycle Review 944,Customer,West,Analytics,Sam Rivera,In Progress,Medium,2025-03-15,2025-05-30,2025,Q2,May,3252756,1579058,31,66,25.669871,-80.455531
REC-0792,Process Standardization 395,Digital,Central,Finance,Priya Shah,Completed,Medium,2026-10-11,2027-05-22,2027,Q2,May,2492852,2059864,96,23,41.005654,-74.260217
REC-0793,Customer Portal Upgrade 757,Supply Chain,South,Analytics,Avery Johnson,In Progress,High,2026-02-25,2026-06-29,2026,Q2,Jun,112048,105227,22,74,34.147819,-118.32998
REC-0794,Executive Reporting 901,Customer,Central,Operations,Avery Johnson,In Progress,Medium,2025-04-02,2025-06-30,2025,Q2,Jun,428981,370192,26,61,42.412988,-88.065244
REC-0795,Asset Lifecycle Review 151,Customer,West,Procurement,Riley Patel,Completed,High,2026-10-13,2026-12-26,2026,Q4,Dec,2263999,2392721,99,24,25.421973,-79.657704
REC-0796,Procurement Cycle Reduction 235,Finance,West,Operations,Jordan Smith,Completed,High,2025-02-12,2025-06-14,2025,Q2,Jun,2434294,2773030,92,33,40.036625,-105.052481
REC-0797,Risk Control Review 630,Operations,Central,Operations,Alex Chen,Completed,High,2026-05-05,2026-09-16,2026,Q3,Sep,777127,462166,99,44,29.404311,-95.874611
REC-0798,Risk Control Review 292,Customer,West,Procurement,Owen Davis,At Risk,Medium,2026-10-31,2027-02-11,2027,Q1,Feb,77858,65415,71,78,42.322329,-88.109934
REC-0799,Mobile Workflow 769,Infrastructure,West,IT,Riley Patel,Not Started,Low,2025-05-27,2026-02-10,2026,Q1,Feb,643984,648214,5,67,40.335124,-74.529373
REC-0800,Risk Control Review 267,Finance,Central,IT,Sam Rivera,At Risk,High,2026-09-27,2027-03-23,2027,Q1,Mar,2039131,2813676,79,98,42.389344,-87.540767
REC-0801,Executive Reporting 507,Customer,East,Operations,Riley Patel,In Progress,Medium,2026-01-16,2026-08-10,2026,Q3,Aug,314017,203716,79,43,41.022381,-73.929145
REC-0802,Operational Cost Reduction 810,Customer,South,Procurement,Avery Johnson,Completed,Medium,2025-07-31,2025-11-02,2025,Q4,Nov,2570118,1837866,91,24,33.79308,-84.289684
REC-0803,Operational Cost Reduction 767,Operations,South,Customer Success,Avery Johnson,Pending Review,Medium,2025-08-07,2025-12-08,2025,Q4,Dec,3220011,3334457,89,66,34.422593,-118.367218
REC-0804,Operational Cost Reduction 928,Infrastructure,North,Customer Success,Riley Patel,Not Started,Medium,2026-03-25,2026-06-04,2026,Q2,Jun,2398855,2157515,1,60,40.68025,-74.436336
REC-0805,Service Response Improvement 646,Operations,North,Operations,Jordan Smith,In Progress,High,2026-11-07,2026-12-03,2026,Q4,Dec,2232227,2567945,57,65,25.480822,-79.753245
REC-0806,Process Standardization 316,Finance,East,Facilities,Riley Patel,In Progress,Medium,2026-03-20,2026-12-20,2026,Q4,Dec,423559,402220,68,34,41.24536,-74.07103
REC-0807,Executive Reporting 435,Infrastructure,South,Operations,Owen Davis,Completed,Medium,2026-04-13,2027-01-12,2027,Q1,Jan,109550,70311,96,25,40.474296,-74.03828
REC-0808,Risk Control Review 764,Infrastructure,North,HR,Riley Patel,In Progress,High,2026-02-01,2026-07-30,2026,Q3,Jul,3329607,3995728,38,53,41.679608,-88.031287
REC-0809,Invoice Automation 806,Supply Chain,North,Analytics,Priya Shah,At Risk,Medium,2025-05-30,2025-12-01,2025,Q4,Dec,613266,464466,19,79,25.294052,-80.26393
REC-0810,Workforce Planning 376,Compliance,Central,Analytics,Casey Nguyen,Not Started,Medium,2025-05-12,2025-10-29,2025,Q4,Oct,155713,90495,6,65,34.151145,-84.064377
REC-0811,Executive Reporting 272,Supply Chain,South,Analytics,Jordan Smith,Not Started,Medium,2026-08-18,2026-10-30,2026,Q4,Oct,255887,155195,7,39,33.565121,-117.74569
REC-0812,SLA Recovery Plan 529,Infrastructure,West,Facilities,Sam Rivera,In Progress,Medium,2026-08-04,2026-11-06,2026,Q4,Nov,2062065,1540629,37,60,33.255119,-84.35053
REC-0813,Training Rollout 388,Infrastructure,Central,Analytics,Morgan Lee,Completed,Medium,2025-02-25,2025-06-24,2025,Q2,Jun,1748243,959541,97,34,33.874995,-84.060483
REC-0814,Training Rollout 446,Finance,East,Operations,Priya Shah,Not Started,Medium,2025-08-01,2025-12-04,2025,Q4,Dec,1331354,602526,4,48,29.922307,-95.042581
REC-0815,Service Response Improvement 415,Workforce,South,IT,Owen Davis,In Progress,Medium,2026-05-20,2026-08-13,2026,Q3,Aug,1633405,1153109,27,63,40.26412,-105.063267
REC-0816,Executive Reporting 246,Finance,Central,HR,Morgan Lee,At Risk,Low,2026-03-12,2026-10-14,2026,Q4,Oct,1260395,1750942,70,86,30.274693,-95.262167
REC-0817,Customer Portal Upgrade 896,Finance,West,Analytics,Sam Rivera,At Risk,Medium,2026-05-28,2026-10-01,2026,Q4,Oct,1464000,945616,75,86,40.247651,-104.771851
REC-0818,Revenue Leakage Review 953,Operations,East,Procurement,Avery Johnson,In Progress,High,2026-09-13,2027-01-11,2027,Q1,Jan,231655,124976,28,38,29.537569,-95.445823
REC-0819,SLA Recovery Plan 168,Digital,West,Procurement,Jordan Smith,In Progress,Medium,2025-09-03,2026-04-16,2026,Q2,Apr,903783,428584,46,51,34.422488,-118.575096
REC-0820,Data Quality Program 287,Operations,North,Finance,Jamie Kim,In Progress,Low,2026-05-21,2026-10-28,2026,Q4,Oct,3340820,1799172,54,36,25.236817,-79.781662
REC-0821,SLA Recovery Plan 499,Digital,South,Finance,Avery Johnson,At Risk,Medium,2025-07-29,2026-03-10,2026,Q1,Mar,455879,453070,26,88,29.378362,-95.574177
REC-0822,Invoice Automation 646,Supply Chain,South,Analytics,Riley Patel,Completed,Critical,2025-03-17,2025-09-02,2025,Q3,Sep,3124218,2203722,92,40,47.492558,-122.330298
REC-0823,Executive Reporting 831,Workforce,South,HR,Priya Shah,Completed,Medium,2025-02-22,2025-03-18,2025,Q1,Mar,2195054,1845005,95,23,42.059389,-87.331724
REC-0824,Procurement Cycle Reduction 665,Compliance,West,Analytics,Morgan Lee,Pending Review,Medium,2025-07-05,2025-12-04,2025,Q4,Dec,2350615,2020034,75,59,29.994418,-95.566823
REC-0825,Service Response Improvement 611,Operations,Central,Operations,Jordan Smith,Pending Review,High,2026-04-09,2026-07-17,2026,Q3,Jul,1215590,979145,84,47,40.319816,-73.771263
REC-0826,Risk Control Review 847,Workforce,Central,Procurement,Riley Patel,In Progress,Medium,2025-01-13,2025-07-03,2025,Q3,Jul,2327257,1821692,56,36,33.938841,-84.657299
REC-0827,Training Rollout 185,Operations,South,Operations,Taylor Brooks,On Hold,High,2025-10-14,2026-06-04,2026,Q2,Jun,1043601,801413,29,94,47.736648,-122.478612
REC-0828,Procurement Cycle Reduction 103,Infrastructure,North,Operations,Sam Rivera,Completed,High,2026-04-26,2026-10-14,2026,Q4,Oct,1315440,884703,93,29,29.484599,-94.967649
REC-0829,Asset Lifecycle Review 423,Compliance,West,Operations,Alex Chen,Completed,Critical,2025-09-02,2026-03-05,2026,Q1,Mar,620895,694275,95,37,39.456933,-105.124724
REC-0830,Mobile Workflow 481,Customer,South,Facilities,Jamie Kim,At Risk,Medium,2025-05-14,2025-06-26,2025,Q2,Jun,841943,794820,76,87,34.06443,-117.768164
REC-0831,Executive Reporting 281,Supply Chain,West,IT,Jamie Kim,At Risk,Medium,2025-02-22,2025-05-20,2025,Q2,May,2238898,2375996,50,79,41.32816,-87.427001
REC-0832,Operational Cost Reduction 949,Supply Chain,West,IT,Alex Chen,In Progress,Low,2025-05-28,2025-07-20,2025,Q3,Jul,810388,609056,27,52,42.035776,-87.669436
REC-0833,Mobile Workflow 725,Finance,Central,HR,Casey Nguyen,Completed,Low,2025-11-19,2026-03-28,2026,Q1,Mar,1356859,1298321,96,5,29.399988,-95.068474
REC-0834,Operational Cost Reduction 562,Customer,North,Procurement,Sam Rivera,Pending Review,Medium,2026-11-11,2027-06-15,2027,Q2,Jun,2569676,2135556,91,13,25.226457,-79.693654
REC-0835,Process Standardization 361,Operations,Central,Finance,Sam Rivera,Completed,Medium,2025-05-31,2026-01-02,2026,Q1,Jan,2461089,1901956,90,26,33.596254,-117.805749
REC-0836,Risk Control Review 213,Digital,West,IT,Avery Johnson,In Progress,Medium,2025-01-19,2025-09-12,2025,Q3,Sep,1444334,1493282,79,59,34.155718,-84.3318
REC-0837,Operational Cost Reduction 817,Operations,Central,Customer Success,Casey Nguyen,Not Started,Medium,2025-03-26,2025-07-08,2025,Q3,Jul,1509730,696967,7,42,39.669128,-105.12417
REC-0838,Procurement Cycle Reduction 474,Workforce,West,HR,Jordan Smith,Not Started,High,2025-08-22,2025-12-17,2025,Q4,Dec,1314749,821819,7,51,42.123709,-87.939303
